	NODE	WEIGHT	QUANTITY	RESULT	BEHAVIOR
1	ROOT	1	1	<SHARDS>, <GEAR>, <MEMORIES>, <PERK_A>, <PERK_B>	
2	PERK_A	1	1	? HasGuildPerk(SHOP_SLOTS_CHALLENGES, 1) ? <PERK_DROP> ? MERCHANT_SLOTS_PERK_UPSELL	
3	PERK_B	1	1	? HasGuildPerk(SHOP_SLOTS_CHALLENGES, 2) ? <PERK_DROP> ? MERCHANT_SLOTS_PERK_UPSELL	
4	PERK_DROP	1	1	<GENERAL_SHARD>,<GENERAL_SHARD>,<NEEDED_HERO_SHARD>,<NEEDED_HERO_SHARD>,<GEAR>,<MEMORIES>	PickRandom
5	SHARDS	1	1	<GENERAL_SHARD>,<GENERAL_SHARD>,<NEEDED_HERO_SHARD>,<NEEDED_HERO_SHARD>	Try NoDups & Shuffle
6	GENERAL_SHARD	1	5	STONE_<GENERAL_HERO>	
7	GENERAL_HERO	1	1	<GENERAL_HEROES>	PickRandom
8	GENERAL_HEROES	1	1	<@NON_EXCLUSIVE_HEROES>,<@GOLD_CHEST_EXCLUSIVE_HEROES>	ExcludeNewestHeroes(20)
9	NEEDED_HERO_SHARD	1	5	STONE_<NEEDED_HERO>	
10	NEEDED_HERO	1	1	<NEEDED_HERO_INNER>, <NEEDED_HERO_FALLBACK>	NumOfItems(0,1)
11	NEEDED_HERO_INNER	1	1	<GENERAL_HEROES>	NeededHero(-1) & PickRandom
12	NEEDED_HERO_FALLBACK	1	1	<GENERAL_HEROES>	PickRandom
13	GEAR	1	1	<DESIRED_GEAR>, <DESIRED_GEAR_FALL_BACK>	NumOfItems(2,2) & Shuffle
14	DESIRED_GEAR	1	1	<GEAR_FULL_NEED>,<GEAR_FULL_NEED>	Try NoDups & StripDuplicates & Shuffle
15	DESIRED_GEAR_FALL_BACK	1	1	<GEAR_FULL_LIST>	PickRandom(2)
16	GEAR_FULL_NEED	1	1	<GEAR_FULL_NEED_INNER>, <GEAR_FULL_NEED_FALLBACK>	NumOfItems(1,1)
17	GEAR_FULL_NEED_INNER	33	1	<GEAR_FULL_LIST>	NeededGear(5) & PickRandom
18	GEAR_FULL_NEED_INNER	33	1	<GEAR_FULL_LIST>	NeededGear(10) & PickRandom
19	GEAR_FULL_NEED_INNER	33	1	<GEAR_FULL_LIST>	NeededGear(-1) & PickRandom
20	GEAR_FULL_NEED_FALLBACK	1	1	<GEAR_FULL_LIST>	PickRandom
21	GEAR_FULL_LIST	1	1	<@PURPLE_FULL_LIST>,<@ORANGE_FULL_LIST>	RetainIf(AvailableItem)
22	MEMORIES	1	1	<PRIORITIZED_DISKS>	NumOfItems(0,2) & Shuffle
23	PRIORITIZED_DISKS	1	1	<MEMORY_DISKS_L7>,<MEMORY_DISKS_UNLOCKED>,<MEMORY_DISKS_OWNED_HERO>,<MEMORY_DISKS>	StripDuplicates
24	MEMORY_DISKS_L7	1	1	<ALL_MEMORIES>	RetainIf(UnlockedRealGear,7) & Shuffle
25	MEMORY_DISKS_UNLOCKED	1	1	<ALL_MEMORIES>	RetainIf(UnlockedRealGear) & Shuffle
26	MEMORY_DISKS_OWNED_HERO	1	1	<ALL_MEMORIES>	RetainIf(UnlockedRealGearHero) & Shuffle
27	MEMORY_DISKS	1	1	<ALL_MEMORIES>	Shuffle
28	ALL_MEMORIES	1	5	<@AVAILABLE_REAL_GEAR_BITS>	RetainIf(NeededBit)
