	NODE	WEIGHT	QUANTITY	RESULT	BEHAVIOR
2	ALL_HEROES	1	1	HERO_<@NON_EXCLUSIVE_HEROES_1_STAR>	
3	POSSIBLE_HEROES	1	1	<SOUL_STONE>,<SOUL_STONE>	Try NoDups
4	POSSIBLE_GEAR	1	1	<STAMINA>,<CREDITS>	NoDups & Shuffle
5	ROOT	1	2	<X>	
6	X	251	1	<STAMINA>	
7	X	153	1	<CREDITS>	
8	X	50	1	<XP>	
9	X	75	1	<GEAR>	
10	X	40	1	<SOUL_STONE>	
11	STAMINA	200	190	STAMINA	ScaleByTeamLevel
12	STAMINA	50	385	STAMINA	ScaleByTeamLevel
13	STAMINA	1	425	STAMINA	ScaleByTeamLevel
14	CREDITS	100	7	COPPER_ORE	ScaleByTeamLevel
15	CREDITS	50	3	SILVER_ORE	ScaleByTeamLevel
16	CREDITS	3	1	VOLCANIC_ORE	ScaleByTeamLevel
17	XP	200	0.5	EXP_PHILTER	ScaleByTeamLevel
18	XP	35	0.5	EXP_VIAL	ScaleByTeamLevel
19	XP	15	0.5	EXP_DECANTER	ScaleByTeamLevel
20	GEAR	75	0.1	<@PURPLE_SHARD>	ScaleByTeamLevel
21	SOUL_STONE	30	0.055	<PICK_HERO_STONE>	ScaleByTeamLevel
22	SOUL_STONE	10	0.065	<PICK_HERO_STONE>	ScaleByTeamLevel
23	SOUL_STONE	1	0.075	<PICK_HERO_STONE>	ScaleByTeamLevel
24	PICK_HERO_STONE	1	1	STONE_<PICK_HERO>	
25	PICK_HERO	1	1	<@NON_EXCLUSIVE_HEROES_1_STAR>	PickRandom
